COMID,Study_ID,StationID,WaterbodyName,CountyName,Latitude,Longitude,EcoL3Code,ECOREG3,HUC12,RefSiteFlag
23980591,WHM_WAM0,WAM06600_000426,VOIGHT CREEK ABOVE FRAME CREEK,Pierce,47.046617,-122.099467,4,Cascades,HUC-171100140105,0
23851811,WHM_WAM0,WAM06600_000450,NINE CREEK,Lewis,46.598715,-123.336971,1,Coast Range,HUC-171001030104,0
23990481,WHM_WAM0,WAM06600_000451,MCSORLEY CREEK TRIBUTARY,King,47.375829,-122.314878,2,Puget Lowland,HUC-171100190204,0
23864898,WHM_WAM0,WAM06600_000454,MARTIN CREEK TRIBUTARY,Pacific,46.759043,-123.448462,1,Coast Range,HUC-171001060101,0
24001149,WHM_WAM0,WAM06600_000456,CLALLAM RIVER,Clallam,48.247844,-124.252181,1,Coast Range,HUC-171100210702,0
23865912,WHM_WAM0,WAM06600_000461,BROCK CREEK,Pacific,46.429612,-123.713878,1,Coast Range,HUC-171001060502,0
23041119,WHM_WAM0,WAM06600_000464,COUGAR CREEK,Okanogan,48.763,-118.906721,15,Northern Rockies,HUC-170200021201,0
24242897,WHM_WAM0,WAM06600_000497,RAIN CREEK,Skamania,46.045696,-122.207098,4,Cascades,HUC-170800020401,0
24249132,WHM_WAM0,WAM06600_000505,OLEQUA CREEK,Lewis,46.397653,-122.962552,2,Puget Lowland,HUC-170800050902,0
23857287,WHM_WAM0,WAM06600_000510,NEIL CREEK,Grays Harbor,47.296639,-123.61081,1,Coast Range,HUC-171001040202,0
23663451,WHM_WAM0,WAM06600_000541,DIAMOND FORK CREEK,Yakima,46.46483,-121.19739,9,Eastern Cascades Slopes and Foothills,HUC-170701060102,0
24282026,WHM_WAM0,WAM06600_000550,EDNA CREEK TRIBUTARY,Thurston,46.818048,-122.382747,4,Cascades,HUC-171100150205,0
24242325,WHM_WAM0,WAM06600_000561,HORN CREEK TRIBUTARY,Cowlitz,45.998468,-122.537067,4,Cascades,HUC-170800020604,0
23988204,WHM_WAM0,WAM06600_000566,"DESCHUTES RIVER, 2 KM ABOVE WA-507",Thurston,46.860537,-122.716045,4,Cascades,HUC-171100160201,0
23865790,WHM_WAM0,WAM06600_000573,WILLAPA RIVER TRIBUTARY,Pacific,46.517363,-123.422683,1,Coast Range,HUC-171001060301,0
24243531,WHM_WAM0,WAM06600_000577,GROUSE CREEK TRIBUTARY,Clark,45.725743,-122.27652,4,Cascades,HUC-170800020504,0
23459911,WHM_WAM0,WAM06600_000586,"PALOUSE RIVER, SOUTH FORK",Whitman,46.877235,-117.350448,10,Columbia Plateau,HUC-170601080210,0
24243457,WHM_WAM0,WAM06600_000593,NICCOLLS CREEK,Clark,45.828969,-122.299636,4,Cascades,HUC-170800020505,1
24248406,WHM_WAM0,WAM06600_000597,COWEEMAN RIVER,Cowlitz,46.141562,-122.884497,2,Puget Lowland,HUC-170800050804,0
23459845,WHM_WAM0,WAM06600_000618,PALOUSE RIVER,Whitman,46.997442,-117.77764,10,Columbia Plateau,HUC-170601080505,0
23956266,WHM_WAM0,WAM06600_000672,RACEHORSE CREEK AT ELEVATION OF 832 M,Whatcom,48.850546,-122.027492,77,North Cascades,HUC-171100040203,0
24520638,WHM_WAM0,WAM06600_000693,MILL CREEK TRIBUTARY,Wahkiakum,46.229002,-123.262938,1,Coast Range,HUC-170800030605,0
23209916,WHM_WAM0,WAM06600_000702,MINERS RUN CREEK,Chelan,47.315212,-120.396859,77,North Cascades,HUC-170200100309,0
23833061,WHM_WAM0,WAM06600_000717,"GRAYS RIVER, EAST FORK TRIBUTARY",Pacific,46.433188,-123.422802,1,Coast Range,HUC-170800060301,0
23471094,WHM_WAM0,WAM06600_000750,ROCK CREEK,Whitman,47.244983,-117.588049,10,Columbia Plateau,HUC-170601090203,0
24249686,WHM_WAM0,WAM06600_000761,DEVILS CREEK TRIBUTARY,Lewis,46.419724,-122.476551,4,Cascades,HUC-170800050404,0
23844673,WHM_WAM0,WAM06600_000787,COOK CREEK,Grays Harbor,47.357297,-123.960819,1,Coast Range,HUC-171001020502,0
23040747,WHM_WAM0,WAM06600_000800,KETTLE RIVER AT RM 13.3,Stevens,48.793164,-118.160075,15,Northern Rockies,HUC-170200022004,0
24279140,WHM_WAM0,WAM06600_000815,DICK CREEK,Snohomish,47.995973,-121.725227,77,North Cascades,HUC-171100110101,0
23860763,WHM_WAM0,WAM06600_000826,HOQUIAM RIVER TRIBUTARY,Grays Harbor,47.046161,-123.842025,1,Coast Range,HUC-171001050202,0
23997382,WHM_WAM0,WAM06600_000831,CANYON CREEK,Clallam,48.020285,-123.144854,2,Puget Lowland,HUC-171100200306,0
24249886,WHM_WAM0,WAM06600_000857,HOFFSTADT CREEK TRIBUTARY,Cowlitz,46.320432,-122.359257,4,Cascades,HUC-170800050504,1
24538120,WHM_WAM0,WAM06600_000859,NORTH CREEK,Snohomish,47.780422,-122.18943,2,Puget Lowland,HUC-171100120302,0
23833149,WHM_WAM0,WAM06600_000861,GRAYS RIVER AT RM 27.2,Pacific,46.46668,-123.421691,1,Coast Range,HUC-170800060301,0
23046709,WHM_WAM0,WAM06600_000872,SIXMILE CREEK,Stevens,48.335599,-117.624141,15,Northern Rockies,HUC-170200030109,0
23459841,WHM_WAM0,WAM06600_000922,PALOUSE RIVER,Whitman,46.945761,-117.804222,10,Columbia Plateau,HUC-170601080505,0
24127569,WHM_WAM0,WAM06600_000942,BEAR CREEK,Kittitas,47.27962,-121.07808,77,North Cascades,HUC-170300010105,1
23964249,WHM_WAM0,WAM06600_000987,CRANDALL CREEK,Snohomish,47.803542,-121.821326,2,Puget Lowland,HUC-171100090702,0
23956042,WHM_WAM0,WAM06600_000988,"NOOKSACK RIVER, SOUTH FORK TRIBUTARY",Skagit,48.604695,-121.963048,77,North Cascades,HUC-171100040403,0
23980587,WHM_WAM0,WAM06600_001002,VOIGHT CREEK 0.7 MI ABOVE WATERHOLE CR,Pierce,47.066982,-122.114009,2,Puget Lowland,HUC-171100140105,0
24279910,WHM_WAM0,WAM06600_001003,SNOHOMISH RIVER AT RM 18.7,Snohomish,47.845506,-122.072017,2,Puget Lowland,HUC-171100110202,0
23861345,WHM_WAM0,WAM06600_001014,HALL CREEK,Grays Harbor,46.872142,-123.845587,1,Coast Range,HUC-171001050302,0
24423539,WHM_WAM0,WAM06600_001021,"COWICHE CREEK, SOUTH FORK",Yakima,46.583758,-120.967091,9,Eastern Cascades Slopes and Foothills,HUC-170300020309,0
24249262,WHM_WAM0,WAM06600_001097,DEER CREEK,Cowlitz,46.28466,-122.46266,4,Cascades,HUC-170800050504,0
23026746,WHM_WAM0,WAM06600_001131,DEADMAN CREEK,Spokane,47.781539,-117.261587,15,Northern Rockies,HUC-170103080304,0
24249784,WHM_WAM0,WAM06600_001145,GREEN RIVER TRIBUTARY,Cowlitz,46.384732,-122.401956,4,Cascades,HUC-170800050404,0
23850883,WHM_WAM0,WAM06600_001162,GIBSON CREEK,Grays Harbor,46.904541,-123.261662,1,Coast Range,HUC-171001030511,0
24270166,WHM_WAM0,WAM06600_001192,CARPENTER CREEK,Skagit,48.379445,-122.306605,2,Puget Lowland,HUC-171100070204,0
24115801,WHM_WAM0,WAM06600_001199,BLANCHARD CREEK TRIBUTARY,Spokane,47.957892,-117.101813,15,Northern Rockies,HUC-170102140502,1
23638480,WHM_WAM0,WAM06600_001205,JIM CREEK,Columbia,46.221347,-117.821803,11,Blue Mountains,HUC-170701020302,0
24534988,WHM_WAM0,WAM06600_001228,WILLARD CREEK,Skagit,48.528191,-122.27893,2,Puget Lowland,HUC-171100020204,0
24121864,WHM_WAM0,WAM06600_001232,REDMAN CREEK,Okanogan,48.775628,-119.705325,77,North Cascades,HUC-170200071903,0
23971523,WHM_WAM0,WAM06600_001251,RAGING RIVER TRIBUTARY,King,47.463889,-121.83835,4,Cascades,HUC-171100100402,0
23845531,WHM_WAM0,WAM06600_001255,KALALOCH CREEK,Jefferson,47.619722,-124.353292,1,Coast Range,HUC-171001020301,0
24521706,WHM_WAM0,WAM06600_001265,KALAMA RIVER TRIBUTARY,Cowlitz,46.042607,-122.538834,4,Cascades,HUC-170800030303,0
24520834,WHM_WAM0,WAM06600_001273,OTTER CREEK TRIBUTARY,Lewis,46.3967,-123.229,1,Coast Range,HUC-170800030701,0
23047209,WHM_WAM0,WAM06600_001308,PROSPECT CREEK,Stevens,48.505386,-117.650449,15,Northern Rockies,HUC-170200030203,0
24249102,WHM_WAM0,WAM06600_001314,WINNIE CREEK TRIBUTARY,Lewis,46.6577,-122.435,4,Cascades,HUC-170800050105,0
23017958,WHM_WAM0,WAM06600_001331,HANGMAN CREEK,Spokane,47.429827,-117.264024,10,Columbia Plateau,HUC-170103060208,0
23838568,WHM_WAM0,WAM06600_001343,CALAWAH RIVER,Clallam,47.968744,-124.378836,1,Coast Range,HUC-171001010404,0
23443055,WHM_WAM0,WAM06600_001365,ALLEN GULCH CREEK,Asotin,46.085341,-117.2991,11,Blue Mountains,HUC-170601060706,0
24250194,WHM_WAM0,WAM06600_001381,BEAR CREEK TRIBUTARY,Cowlitz,46.1832,-122.45,4,Cascades,HUC-170800050603,0
23981319,WHM_WAM0,WAM06600_001402,CANYON CREEK,Pierce,47.093829,-121.841855,4,Cascades,HUC-171100140403,0
23745334,WHM_WAM0,WAM06600_001405,SMITH CREEK,Lewis,46.563801,-121.699782,4,Cascades,HUC-170800040501,0
23839188,WHM_WAM0,WAM06600_001412,SIWASH CREEK,Clallam,48.050203,-124.579472,1,Coast Range,HUC-171001010204,0
23971231,WHM_WAM0,WAM06600_001415,MUD CREEK,King,47.564284,-121.853897,2,Puget Lowland,HUC-171100100404,0
24282326,WHM_WAM0,WAM06600_001418,TWENTYFIVE MILE CREEK,Pierce,46.924389,-122.157444,4,Cascades,HUC-171100150203,0
23980863,WHM_WAM0,WAM06600_001422,WHITE RIVER TRIBUTARY,Pierce,47.157784,-121.783654,4,Cascades,HUC-171100140401,0
23865670,WHM_WAM0,WAM06600_001469,WILLAPA BAY TRIBUTARY,Pacific,46.540486,-123.872472,1,Coast Range,HUC-171001060401,0
23851015,WHM_WAM0,WAM06600_001478,"GARRARD CREEK, SOUTH FORK",Lewis,46.747492,-123.316573,1,Coast Range,HUC-171001030506,0
24274847,WHM_WAM0,WAM06600_001480,PILCHUCK CREEK TRIBUTARY,Snohomish,48.295119,-122.149923,2,Puget Lowland,HUC-171100080302,0
23047135,WHM_WAM0,WAM06600_001500,UNNAMED TRIBUTARY,Stevens,48.541577,-117.85629,15,Northern Rockies,HUC-170200030405,0
24249076,WHM_WAM0,WAM06600_001570,TILTON RIVER TRIBUTARY,Lewis,46.6516,-122.178,4,Cascades,HUC-170800050103,0
24249536,WHM_WAM0,WAM06600_001581,BRIGHTS CREEK TRIBUTARY,Lewis,46.4957,-122.621,2,Puget Lowland,HUC-170800050301,0
23857127,WHM_WAM0,WAM06600_001582,SCHAFER CREEK,Grays Harbor,47.211482,-123.616148,1,Coast Range,HUC-171001040202,0
24282568,WHM_WAM0,WAM06600_001590,POWELL CREEK,Thurston,46.850753,-122.447837,2,Puget Lowland,HUC-171100150205,0
24127549,WHM_WAM0,WAM06600_001598,MIDDLE CREEK,Kittitas,47.295992,-120.852875,77,North Cascades,HUC-170300010204,0
23857739,WHM_WAM0,WAM06600_001626,CHEHALIS RIVER TRIBUTARY,Grays Harbor,46.955476,-123.408156,1,Coast Range,HUC-171001040405,0
23865874,WHM_WAM0,WAM06600_001629,NASELLE RIVER TRIBUTARY,Pacific,46.4602,-123.633,1,Coast Range,HUC-171001060501,0
24287296,WHM_WAM0,WAM06600_001639,BIG BEEF CREEK,Kitsap,47.628771,-122.791571,2,Puget Lowland,HUC-171100180107,0
23864988,WHM_WAM0,WAM06600_001641,BEAR BRANCH TRIBUTARY,Pacific,46.3276,-123.938,1,Coast Range,HUC-171001060505,0
23956008,WHM_WAM0,WAM06600_001660,"NOOKSACK RIVER, SOUTH FORK",Whatcom,48.685211,-122.169344,77,North Cascades,HUC-171100040405,0
23856829,WHM_WAM0,WAM06600_001662,CANYON RIVER,Grays Harbor,47.278099,-123.522859,1,Coast Range,HUC-171001040104,0
23988210,WHM_WAM0,WAM06600_001702,DESCHUTES RIVER AT COUGER MTN TRAIL,Thurston,46.831628,-122.542991,2,Puget Lowland,HUC-171100160102,0
23852009,WHM_WAM0,WAM06600_001709,HALFWAY CREEK TRIBUTARY,Lewis,46.515032,-123.173831,1,Coast Range,HUC-171001030105,0
23637800,WHM_WAM0,WAM06600_001713,WALLA WALLA RIVER AT RM 35.5,Walla Walla,46.02948,-118.445671,10,Columbia Plateau,HUC-170701020704,0
23990361,WHM_WAM0,WAM06600_001715,BLACK JACK CREEK,Kitsap,47.508186,-122.644584,2,Puget Lowland,HUC-171100190704,0
23845697,WHM_WAM0,WAM06600_001735,QUEETS RIVER AT RM 3.4,Grays Harbor,47.530734,-124.33106,1,Coast Range,HUC-171001020209,0
947010268,WHM_WAM0,WAM06600_001743,DRAGOON CREEK,Spokane,47.886193,-117.384,15,Northern Rockies,HUC-170103080203,0
23032994,WHM_WAM0,WAM06600_001744,ONION CREEK TRIBUTARY,Stevens,48.743204,-117.764416,15,Northern Rockies,HUC-170200011203,0
24125625,WHM_WAM0,WAM06600_001758,TEANAWAY RIVER,Kittitas,47.243251,-120.854375,77,North Cascades,HUC-170300010205,0
24001307,WHM_WAM0,WAM06600_001768,SNOW CREEK,Clallam,48.345546,-124.55309,1,Coast Range,HUC-171100210706,1
24534542,WHM_WAM0,WAM06600_001776,CALIFORNIA CREEK,Whatcom,48.925987,-122.673307,2,Puget Lowland,HUC-171100020106,0
23031286,WHM_WAM0,WAM06600_001835,HAWK CREEK,Lincoln,47.805225,-118.303467,10,Columbia Plateau,HUC-170200011804,0
23857627,WHM_WAM0,WAM06600_001898,VAN WINKLE CREEK TRIBUTARY,Grays Harbor,47.010917,-123.742207,1,Coast Range,HUC-171001040407,0
23099974,WHM_WAM0,WAM06600_001949,"AHTANUM CREEK, MIDDLE FORK",Yakima,46.497765,-121.109464,9,Eastern Cascades Slopes and Foothills,HUC-170300030101,1
24127593,WHM_WAM0,WAM06600_001966,LICK CREEK,Kittitas,47.279612,-120.910764,77,North Cascades,HUC-170300010204,0
24120736,WHM_WAM0,WAM06600_001968,CHOPAKA CREEK,Okanogan,48.914078,-119.744294,77,North Cascades,HUC-170200071904,0
23857513,WHM_WAM0,WAM06600_001978,"WILDCAT CREEK, WEST FORK",Mason,47.0968,-123.3,1,Coast Range,HUC-171001040402,0
24399862,WHM_WAM0,WAM06600_001982,CRAB CREEK TRIBUTARY,Lincoln,47.306554,-118.314104,10,Columbia Plateau,HUC-170200130302,0
23997784,WHM_WAM0,WAM06600_001983,SURVEYOR CREEK,Clallam,48.033215,-123.348023,2,Puget Lowland,HUC-171100200403,0
23970853,WHM_WAM0,WAM06600_001995,CHERRY CREEK,King,47.76936,-121.848318,2,Puget Lowland,HUC-171100100602,0
23865028,WHM_WAM0,WAM06600_002006,ELKHORN CREEK TRIBUTARY,Pacific,46.787589,-123.665232,1,Coast Range,HUC-171001060201,0
23970579,WHM_WAM0,WAM06600_002007,"SNOQUALMIE RIVER, NORTH FORK AT RM 11.3",King,47.637245,-121.697113,77,North Cascades,HUC-171100100103,0
23982103,WHM_WAM0,WAM06600_002074,"OHOP CREEK, NORTH FORK",Pierce,46.957433,-122.146,4,Cascades,HUC-171100140204,0
24248982,WHM_WAM0,WAM06600_002077,WINSTON CREEK,Lewis,46.455956,-122.39626,4,Cascades,HUC-170800050205,0
23850977,WHM_WAM0,WAM06600_002082,LUCAS CREEK,Lewis,46.6481,-122.658,2,Puget Lowland,HUC-171001030203,0
22994999,WHM_WAM0,WAM06600_002088,SMALLE CREEK,Pend Oreille,48.323315,-117.323089,15,Northern Rockies,HUC-170102160103,0
23638318,WHM_WAM0,WAM06600_002101,ROBINSON FORK,Columbia,46.184745,-117.91175,11,Blue Mountains,HUC-170701020303,0
23833079,WHM_WAM0,WAM06600_002125,WEST FORK GRAYS RIVER,Pacific,46.416088,-123.551568,1,Coast Range,HUC-170800060302,0
23053083,WHM_WAM0,WAM06600_002164,CAPOOSE CREEK,Ferry,48.20992,-118.711085,15,Northern Rockies,HUC-170200040402,0
23638248,WHM_WAM0,WAM06600_002185,WHISKY CREEK,Columbia,46.269913,-118.108019,10,Columbia Plateau,HUC-170701020402,0
23850901,WHM_WAM0,WAM06600_002266,PORTER CREEK,Grays Harbor,46.980079,-123.250084,1,Coast Range,HUC-171001030510,0
23970369,WHM_WAM0,WAM06600_002275,GRANITE CREEK,King,47.478685,-121.62788,77,North Cascades,HUC-171100100205,0
23209984,WHM_WAM0,WAM06600_002286,COLOCKUM CREEK TRIBUTARY,Chelan,47.289389,-120.26868,9,Eastern Cascades Slopes and Foothills,HUC-170200100402,0
23736321,WHM_WAM0,WAM06600_002305,BURNT BRIDGE CREEK,Clark,45.641725,-122.580771,3,Willamette Valley,HUC-170800030101,0
23449183,WHM_WAM0,WAM06600_002306,PATAHA CREEK,Columbia,46.5477,-117.878179,10,Columbia Plateau,HUC-170601070505,0
23838774,WHM_WAM0,WAM06600_002308,"DICKEY RIVER, WEST FORK",Clallam,48.0122,-124.553961,1,Coast Range,HUC-171001010301,0
24288046,WHM_WAM0,WAM06600_002311,BEAR CREEK,Mason,47.518879,-122.817303,2,Puget Lowland,HUC-171100180101,0
24282320,WHM_WAM0,WAM06600_002314,OHOP CREEK TRIBUTARY,Pierce,46.91178,-122.233066,4,Cascades,HUC-171100150203,0
23963685,WHM_WAM0,WAM06600_002335,OLNEY CREEK TRIBUTARY,Snohomish,47.939504,-121.724278,77,North Cascades,HUC-171100090601,0
23663155,WHM_WAM0,WAM06600_002337,MILL CREEK,Klickitat,45.916298,-120.915247,9,Eastern Cascades Slopes and Foothills,HUC-170701060305,0
23852049,WHM_WAM0,WAM06600_002349,BULL PEN CREEK,Lewis,46.4901,-123.081,1,Coast Range,HUC-171001030107,0
23850815,WHM_WAM0,WAM06600_002358,BLACK RIVER,Thurston,46.841767,-123.133177,2,Puget Lowland,HUC-171001030505,0
23864468,WHM_WAM0,WAM06600_002397,SOUTH NEMAH RIVER TRIBUTARY,Pacific,46.440276,-123.848575,1,Coast Range,HUC-171001060403,0
24228215,WHM_WAM0,WAM06600_002485,COUSE CREEK,Asotin,46.195426,-116.992307,10,Columbia Plateau,HUC-170601030302,0
24250220,WHM_WAM0,WAM06600_002517,NINETEEN CREEK,Cowlitz,46.156547,-122.611712,4,Cascades,HUC-170800050802,0
24121882,WHM_WAM0,WAM06600_002576,CHILSON CREEK,Okanogan,48.743273,-119.726492,77,North Cascades,HUC-170200071902,0
24241673,WHM_WAM0,WAM06600_002577,"LEWIS RIVER, EAST FORK AT RM 12.4",Clark,45.806683,-122.559224,3,Willamette Valley,HUC-170800020506,0
24274599,WHM_WAM0,WAM06600_002596,JIM CREEK,Snohomish,48.167674,-122.058519,2,Puget Lowland,HUC-171100080206,0
23850393,WHM_WAM0,WAM06600_002642,CHEHALIS RIVER,Lewis,46.631341,-123.082076,2,Puget Lowland,HUC-171001030111,0
24250220,WHM_WAM0,WAM06600_002645,NINETEEN CREEK,Cowlitz,46.148148,-122.61333,4,Cascades,HUC-170800050802,0
24243053,WHM_WAM0,WAM06600_002721,PUP CREEK TRIBUTARY,Clark,45.954625,-122.482158,4,Cascades,HUC-170800020605,0
24270796,WHM_WAM0,WAM06600_002792,COLD SPRING CREEK,Skagit,48.420569,-122.175337,77,North Cascades,HUC-171100070201,0
23638780,WHM_WAM0,WAM06600_002793,LOST SPRINGS CREEK,Columbia,46.362538,-118.152047,10,Columbia Plateau,HUC-170701020502,0
23844599,WHM_WAM0,WAM06600_002798,MOCLIPS RIVER,Grays Harbor,47.243673,-124.187764,1,Coast Range,HUC-171001020602,0
23031680,WHM_WAM0,WAM06600_002816,BIG SHEEP CREEK,Stevens,48.97676,-117.931839,15,Northern Rockies,HUC-170200011107,0
23096226,WHM_WAM0,WAM06600_002843,LOWER LEWIS CREEK,Grant,47.756609,-119.204535,10,Columbia Plateau,HUC-170200140107,0
23971405,WHM_WAM0,WAM06600_002867,RAGING RIVER TRIBUTARY,King,47.498104,-121.919259,4,Cascades,HUC-171100100402,0
24248854,WHM_WAM0,WAM06600_002873,SALMON CREEK,Lewis,46.38784,-122.774441,2,Puget Lowland,HUC-170800050304,0
23208356,WHM_WAM0,WAM06600_002878,COLOCKUM CREEK,Chelan,47.299865,-120.096865,10,Columbia Plateau,HUC-170200100402,0
23952622,WHM_WAM0,WAM06600_002880,BRECKENRIDGE CREEK TRIBUTARY,Whatcom,48.941897,-122.207749,77,North Cascades,HUC-171100010403,1
23047175,WHM_WAM0,WAM06600_002908,FLODELLE CREEK,Stevens,48.531362,-117.508998,15,Northern Rockies,HUC-170200030201,0
23865266,WHM_WAM0,WAM06600_002918,NORTH RIVER TRIBUTARY,Pacific,46.792141,-123.896711,1,Coast Range,HUC-171001060108,0
24242933,WHM_WAM0,WAM06600_002929,RANGE CREEK TRIBUTARY,Skamania,46.0278,-122.14,4,Cascades,HUC-170800020305,0
24001435,WHM_WAM0,WAM06600_002932,CLALLAM RIVER TRIBUTARY,Clallam,48.175796,-124.266589,1,Coast Range,HUC-171100210702,0
23851963,WHM_WAM0,WAM06600_003005,LOST CREEK,Lewis,46.544881,-123.161098,1,Coast Range,HUC-171001030105,0
23957214,WHM_WAM0,WAM06600_003024,"NOOKSACK RIVER, MIDDLE FORK TRIBUTARY",Whatcom,48.784682,-122.135852,77,North Cascades,HUC-171100040304,0
24279154,WHM_WAM0,WAM06600_003067,FRENCH CREEK,Snohomish,47.898824,-122.06006,2,Puget Lowland,HUC-171100110201,0
23046809,WHM_WAM0,WAM06600_003068,MARBLE CREEK,Stevens,48.683122,-117.76335,15,Northern Rockies,HUC-170200030302,0
23026960,WHM_WAM0,WAM06600_003076,DRAGOON CREEK,Spokane,48.020273,-117.519494,15,Northern Rockies,HUC-170103080201,0
22990403,WHM_WAM0,WAM06600_003112,SLOUGH CREEK TRIBUTARY,Pend Oreille,48.313848,-117.03676,15,Northern Rockies,HUC-170102150602,0
23864714,WHM_WAM0,WAM06600_003122,WILSON CREEK,Pacific,46.677309,-123.589121,1,Coast Range,HUC-171001060304,0
24001227,WHM_WAM0,WAM06600_003124,EAST TWIN RIVER,Clallam,48.164715,-123.946122,1,Coast Range,HUC-171100210302,0
23449029,WHM_WAM0,WAM06600_003165,TUCANNON RIVER,Columbia,46.441216,-117.753219,10,Columbia Plateau,HUC-170601070608,0
23839696,WHM_WAM0,WAM06600_003179,MOSQUITO CREEK TRIBUTARY,Jefferson,47.783018,-124.389488,1,Coast Range,HUC-171001010802,0
24125727,WHM_WAM0,WAM06600_003182,"TEANAWAY RIVER, WEST FORK",Kittitas,47.257604,-120.901672,77,North Cascades,HUC-170300010203,0
23026958,WHM_WAM0,WAM06600_003263,DRAGOON CREEK,Spokane,48.013991,-117.516085,15,Northern Rockies,HUC-170103080201,0
23018232,WHM_WAM0,WAM06600_003287,CALIFORNIA CREEK,Spokane,47.560101,-117.18904,15,Northern Rockies,HUC-170103060302,0
23850857,WHM_WAM0,WAM06600_003290,WADDELL CREEK,Thurston,46.9862,-123.089,1,Coast Range,HUC-171001030502,0
23839658,WHM_WAM0,WAM06600_003307,MOSQUITO CREEK TRIBUTARY,Jefferson,47.8006,-124.401,1,Coast Range,HUC-171001010802,0
24249472,WHM_WAM0,WAM06600_003325,TILTON RIVER TRIBUTARY,Lewis,46.5642,-122.393,4,Cascades,HUC-170800050106,0
23017962,WHM_WAM0,WAM06600_003363,HANGMAN CREEK,Spokane,47.402168,-117.25578,10,Columbia Plateau,HUC-170103060208,0
23988210,WHM_WAM0,WAM06600_003366,DESCHUTES RIVER NEAR SHELL ROCK RIDGE,Thurston,46.816181,-122.524168,2,Puget Lowland,HUC-171100160102,0
23207988,WHM_WAM0,WAM06600_003383,ENTIAT RIVER AT RM 3.8,Chelan,47.679383,-120.313035,10,Columbia Plateau,HUC-170200100209,0
23857747,WHM_WAM0,WAM06600_003418,ELIZABETH CREEK TRIBUTARY,Grays Harbor,46.9539,-123.54,1,Coast Range,HUC-171001040406,0
23838666,WHM_WAM0,WAM06600_003460,SOL DUC RIVER,Clallam,48.062803,-124.219437,1,Coast Range,HUC-171001010605,0
24242847,WHM_WAM0,WAM06600_003461,PANAMAKER CREEK,Cowlitz,46.093,-122.304,4,Cascades,HUC-170800020401,0
24001241,WHM_WAM0,WAM06600_003492,LYRE RIVER,Clallam,48.151823,-123.832503,1,Coast Range,HUC-171100210203,0
24520984,WHM_WAM0,WAM06600_003509,NELSON CREEK TRIBUTARY,Wahkiakum,46.2445,-123.359,1,Coast Range,HUC-170800030702,0
22995195,WHM_WAM0,WAM06600_003560,"SKOOKUM CREEK, NORTH FORK",Pend Oreille,48.360455,-117.200561,15,Northern Rockies,HUC-170102160202,0
23857655,WHM_WAM0,WAM06600_003562,"SYLVIA CREEK, WEST FORK TRIBUTARY",Grays Harbor,47.0274,-123.601,1,Coast Range,HUC-171001040205,0
22996661,WHM_WAM0,WAM06600_003608,DORCHESTER CREEK,Pend Oreille,48.276676,-117.376251,15,Northern Rockies,HUC-170102160104,0
24382833,WHM_WAM0,WAM06600_003636,METHOW RIVER AT RM 25.5,Okanogan,48.225271,-120.117876,10,Columbia Plateau,HUC-170200080702,0
23065305,WHM_WAM0,WAM06600_003672,CHILIWIST CREEK,Okanogan,48.344006,-119.872033,77,North Cascades,HUC-170200062204,0
23047523,WHM_WAM0,WAM06600_003688,ADDY CREEK,Stevens,48.357451,-117.836978,15,Northern Rockies,HUC-170200030403,1
24423235,WHM_WAM0,WAM06600_003698,TIETON RIVER,Yakima,46.716461,-120.854167,10,Columbia Plateau,HUC-170300020308,0
24383025,WHM_WAM0,WAM06600_003704,METHOW RIVER AT RM 48.6,Okanogan,48.457389,-120.166481,10,Columbia Plateau,HUC-170200080605,0
23833429,WHM_WAM0,WAM06600_003721,JIM CROW CREEK,Wahkiakum,46.28393,-123.558323,1,Coast Range,HUC-170800060401,0
23956176,WHM_WAM0,WAM06600_003728,"NOOKSACK RIVER, MIDDLE FORK",Whatcom,48.770558,-122.050902,77,North Cascades,HUC-171100040304,0
24423517,WHM_WAM0,WAM06600_003730,"COWICHE CREEK, SOUTH FORK",Yakima,46.660854,-120.76401,10,Columbia Plateau,HUC-170300020311,0
24129351,WHM_WAM0,WAM06600_003734,WATERING TROUGH,Yakima,46.809477,-120.796697,9,Eastern Cascades Slopes and Foothills,HUC-170300010603,0
24282374,WHM_WAM0,WAM06600_003750,MIDWAY CREEK,Pierce,46.846719,-122.24628,4,Cascades,HUC-171100150201,0
23066227,WHM_WAM0,WAM06600_003752,DEPUE CREEK,Okanogan,48.406284,-119.798341,77,North Cascades,HUC-170200062202,0
23850777,WHM_WAM0,WAM06600_003782,SKOOKUMCHUCK RIVER AT RM 29.9,Thurston,46.76698,-122.586179,4,Cascades,HUC-171001030302,1
23856989,WHM_WAM0,WAM06600_003918,WISHKAH RIVER AT RM 16.4,Grays Harbor,47.11248,-123.788967,1,Coast Range,HUC-171001040303,0
22996271,WHM_WAM0,WAM06600_003932,LE CLERC CREEK TRIBUTARY,Pend Oreille,48.521539,-117.271993,15,Northern Rockies,HUC-170102160303,0
23041901,WHM_WAM0,WAM06600_003936,EMPIRE CREEK,Ferry,48.813405,-118.68058,15,Northern Rockies,HUC-170200021305,0
23448969,WHM_WAM0,WAM06600_003981,SMITH HOLLOW CREEK,Columbia,46.416631,-117.975334,10,Columbia Plateau,HUC-170601070701,0
23857397,WHM_WAM0,WAM06600_003998,OUTLET CREEK,Mason,47.2069,-123.367,2,Puget Lowland,HUC-171001040101,0
